,Rainfall (mm),Temperature (°C),Humidity (%),Flood Occurred,Risk_encoded
92,218.33744660786903,22.975366014292565,37.55182147882224,0,4
93,122.8676198750265,35.02135918622476,81.82302446971686,0,3
94,189.5069361679688,42.73120141729949,24.840924907291768,1,4
95,173.0835727931881,42.55307963001357,76.43064440003985,1,4
96,126.46852683507588,36.58879723548424,50.31520093959868,0,4
97,179.16380825579796,16.4421933760218,23.32768555096966,1,4
98,284.1743630118788,41.16793011960485,88.27756698334287,1,4
99,57.86812310441321,34.7333582101362,59.017749054493216,1,2
100,271.7316287356579,24.313027595482037,67.94551756929033,0,4
101,16.03665419495951,20.61751085117098,78.56245532195655,0,1
102,92.5167638704982,18.486115889919517,72.4059546400951,1,3
103,86.44357458345847,16.50710697773283,78.46854966516892,1,3
104,187.9095323642717,37.62309743852269,80.98253476622861,1,4
105,39.36748553318709,22.075289968298257,67.13212244516887,0,2
106,264.7042835519261,15.727588081297652,49.25102647262054,1,4
107,248.5654225395124,26.91811955525968,39.45137197730741,1,4
108,195.61974590558333,29.47821241777017,92.23225893222298,1,4
109,137.52414953765933,20.076906927003808,97.59398757105762,1,4
110,279.8868126426235,16.321450084876492,48.61302040785671,1,4
111,249.2239664161668,20.673764492942063,28.984858325784018,0,4
112,149.79454442437347,35.37308285509723,37.8029861693145,1,4
113,210.56200633629336,17.467310317536192,73.65338767897516,1,4
114,170.07898565390536,31.65111091670981,33.83466959666646,0,4
115,176.38267151647935,19.392359637245,82.40978184487905,0,4
116,99.2928208312414,20.87067520741258,93.84241918997708,0,3
117,138.62538138746902,26.79233649800096,97.09212120630778,1,4
118,23.43642923692326,18.02476008161194,20.74604047799125,1,1
119,107.20460749937774,20.196105083466385,96.65233319635333,1,3
120,208.7485546086456,25.46857234354062,79.21555353036942,0,4
121,285.9648091518559,24.890070164951005,26.724018581104183,0,4
122,288.9192338289061,37.47814457027196,53.219237502298114,0,4
123,166.7168607374675,17.24346915379273,76.00363796636073,0,4
124,181.98667554287465,40.8135220699903,96.53483941288394,0,4
125,55.716355650290254,39.48696512218365,33.13131148891141,1,2
126,208.59243242805923,37.97974919075816,30.21866255415632,1,4
127,21.19763780231587,24.281170873893977,57.78776426095028,1,1
128,85.40570573983337,39.686453566223626,97.44791149907914,0,3
129,200.50900418563268,20.484062408678422,97.71033722064084,0,4
130,93.0930394630468,18.73227617565085,38.23317928423275,1,3
131,14.954062234336297,16.34869000468462,45.54777183771659,0,1
132,249.56112280528916,43.17931089016727,92.64255885157236,1,4
133,93.09900214036892,24.240326931158208,78.78731926816513,1,3
134,18.931567457603528,42.52853640533718,97.78531429260946,0,1
135,22.436449350859554,23.178406845579893,91.45186904124436,1,1
136,75.52763963662609,42.22697878009049,37.20768402509947,1,3
137,53.40478416645787,42.117871585382645,80.77814875301468,1,2
138,232.29003533404529,42.71028135032139,23.88521852480933,1,4
139,96.50521400011031,29.88460317852581,85.42662229931791,0,3
140,241.40873551194971,40.97838860396676,68.12454099556865,0,4
141,52.15379934694584,43.5229768850196,96.48807701091694,0,2
142,147.86375386322513,24.738508256915384,96.80259643752628,0,4
143,206.41114006593864,27.566232170476653,24.065208721948423,1,4
144,195.59725615975643,36.57720562007232,32.841718844461425,0,4
145,180.33882297908065,24.010794651699022,58.73656378549533,0,4
146,277.4464805793509,37.61427926737977,90.35948199569194,0,4
147,68.55754431202331,17.216764356406017,85.15561138368452,1,3
148,148.1157613386316,30.704951528656267,97.14960210814228,1,4
149,265.1977650217226,18.669404522512355,69.44672936890726,0,4
150,23.368129678547117,23.79970429310029,40.52508156492965,1,1
151,16.766480475922574,22.75876177459416,22.008531160414183,1,1
152,69.99068626748742,40.16796220687998,37.83411925764391,1,3
153,189.90636586140556,20.805517662185924,74.02185583628997,1,4
154,77.96388793494206,39.253437604773566,94.10198586744104,1,3
155,57.07196514263969,38.81881037723766,45.67229338466119,0,2
156,137.64069460748763,29.966491666716895,90.05634642314364,0,4
157,184.07942063082345,22.01529766788389,51.59185986729252,0,4
158,74.56731210502213,21.80689019868668,44.66169994948402,0,3
159,90.20735601712262,28.947739413475432,60.707539424465445,0,3
160,184.06779144345413,15.26427022180549,55.38187939276922,0,4
161,283.7215265968358,30.940522638340987,93.10398948136144,0,4
162,202.4225182314265,43.583385773011656,57.46055579265012,0,4
163,234.871243075368,19.641206455877896,42.18683097784604,0,4
164,110.04302842664065,32.2003686442681,87.40524620015229,0,3
165,81.67630781533983,43.8533606593337,99.89996093276534,0,3
166,136.28032296078675,40.815664184748,71.85371353450591,0,4
167,242.1398486135021,40.511403491440205,40.036909514908686,0,4
168,136.88989253716676,39.65549791188568,39.10520616105434,0,4
169,254.0176226369583,24.27070818168557,24.616535697220783,0,4
170,296.6315942085381,41.71850493800437,26.18344308112679,0,4
171,21.607999719100903,43.240210536995136,93.198647614621,0,1
172,13.623046825111109,29.87377269897118,27.718968563964044,1,1
173,44.876910874008544,25.637131417783763,58.7475078621423,0,2
174,115.31090272030386,27.42687046817569,75.84974237545426,0,3
175,39.31266274362972,25.026193254937965,88.02838262188826,1,2
176,261.1993432856268,21.372553260736204,33.70167602029818,0,4
177,6.943875308119141,33.55345410758668,55.022294330028544,0,0
178,94.73781490074676,31.87790658735969,40.1184156011022,1,3
179,55.4083888482616,28.87755213117827,40.46584719732813,1,2
180,279.4617990472597,17.875361600544952,44.30714459893407,0,4
181,200.8443014670084,38.90678894118,66.96929715347738,0,4
182,273.6090769354124,20.24800688252368,21.326197734847057,0,4
183,291.698613093118,18.436861301881443,52.70130290524223,0,4
184,149.12947310321076,33.69214186448842,34.946410818623406,1,4
185,70.29573241440788,26.95933083713169,97.36948068101078,0,3
186,58.11863585897679,16.794254260569883,66.61833274002483,0,2
187,66.87565850575216,25.667050648831747,89.4476375064258,1,3
188,212.57799228660087,38.15341056854888,35.65519894156896,0,4
189,12.13371843690022,33.457476156512925,84.80125594590302,0,1
190,15.40832190981446,25.883580689609904,53.182596904418666,0,1
191,182.442882714945,20.75414374903764,34.21557510795219,0,4
192,192.617144021222,33.9538686241432,80.89961619105863,1,4
193,199.578877296738,41.62665902839066,80.96088780922247,1,4
194,111.56415137657736,34.38818154047742,99.67103254912487,1,3
195,241.78346661424595,39.387115639506725,82.47498094385313,1,4
196,160.08737631798527,30.64583515663113,31.621379834170227,1,4
197,31.639689002825836,36.53913320223087,45.80357934285826,1,1
198,239.1297921202036,41.886803213350575,56.13815338329168,0,4
199,285.9203358811375,38.19536934775965,30.132224456783607,0,4
200,18.010893900707604,42.29561860194437,83.04311795582512,1,1
201,117.40540161017398,27.934188063481795,62.13588303300692,0,3
202,146.25481345042428,42.1266076538117,95.55596552766028,1,4
203,43.941228023495086,33.647017034451224,67.14465156206562,1,2
204,260.31268433486315,41.10146298245081,61.83192669906031,1,4
205,85.2448934670132,16.181295913135063,25.714012234629145,0,3
206,234.90256198144803,34.73557145740608,31.947672395566222,0,4
207,201.2983446084948,40.43925236633696,87.96208614113209,0,4
208,179.41374674010703,20.226061009295996,99.25407822606466,0,4
209,57.64285460896632,34.8536080039477,53.21433087186156,0,2
210,66.21105616527171,39.74864142649895,84.80688669799433,0,3
211,14.204521423970796,23.638481088979116,70.20686130645214,1,1
212,72.2137289346799,27.15738983719176,96.72474189373708,0,3
213,103.63308283815424,32.08553155497658,39.05097883552746,0,3
214,249.9435911587276,30.57503066653686,63.58685944063544,1,4
215,109.9178000144416,16.17568179111407,52.703665467407646,1,3
216,226.38653482968192,17.960162942562402,63.33727807544122,0,4
217,131.83268438864627,18.01399737913084,41.508646673508416,0,4
218,235.4604935981665,22.86803716497525,59.81969301725952,1,4
219,292.881480131112,22.37592338407348,69.98433173798121,1,4
220,71.95246741727404,37.26667151360399,26.497270719959367,1,3
221,258.70248358916285,32.18233158048434,79.43898038460986,0,4
222,186.5472258917324,37.91928253935723,76.52183705283338,0,4
223,245.18827847659645,17.096881722326103,90.43660811611882,0,4
224,195.47577068034155,29.55642712414802,54.06852414479404,1,4
225,127.18485218224504,24.713267377958083,24.933530609177417,1,4
226,68.4224818325371,40.49817932267239,56.91689032173496,1,3
227,21.010567599349507,36.2336747072971,31.008733764956915,0,1
228,160.6555093382151,41.07775412480389,71.79574508174542,1,4
229,297.0978283580597,16.392813672181802,23.770521930504465,1,4
230,221.41254150426187,36.624704686998015,49.91971249821561,1,4
231,98.20366241970498,31.20025056478734,26.62743187899963,1,3
232,248.16144002602056,39.75000087046698,20.269314725728265,1,4
233,230.695200052922,30.21481772777463,96.84457791212736,0,4
234,84.49073800603703,31.206272337057268,99.69018784210242,1,3
235,4.292246938270406,16.553021428261953,64.44023612254504,1,0
236,35.44879156018488,35.055685951079,39.11646799563872,0,1
237,263.1918570936173,23.1941962681515,92.8879229446926,1,4
238,250.96891059146157,15.590817665364614,93.84292776608854,0,4
239,88.56270026350873,16.9931148751809,88.36071129365648,0,3
240,85.55862788532612,43.718568268980775,63.54959876539056,0,3
241,237.8594961307413,25.382318687395408,25.976172871682195,0,4
242,281.3212409686266,41.04226885863477,27.075114202943823,1,4
243,233.74117703928,43.79031702207767,91.72958301701242,1,4
244,181.67360310922845,43.29801566511968,90.06614779657835,0,4
245,72.80140509954136,41.4517572209826,54.75177993449741,1,3
246,157.7243742285782,41.84531737383902,46.252369558114026,1,4
247,70.05355757797939,23.670241330228546,71.52991361152817,1,3
248,242.4034260290321,19.54409670781075,84.559035860442,0,4
249,116.08832385532118,34.17787686263771,78.53479536414568,1,3
250,250.10916509820785,29.643167756064717,69.24823504405651,1,4
251,114.4827653948176,17.96240156085513,38.52088355558651,1,3
252,247.2448215599674,35.32623948067233,41.00038953765721,1,4
253,99.99534454957258,31.885800224543203,77.92539851181614,0,3
254,132.03981138530096,40.89202202431317,84.20958819608248,1,4
255,184.64652580279727,33.27551387065196,29.290815047967197,0,4
256,21.0862842089756,32.21838539165261,34.983763816904485,1,1
257,284.46211854463934,28.22255169997884,74.43762097418971,0,4
258,172.08173583714097,28.88361209666611,51.118926997712094,0,4
259,152.34600440724068,43.63143680937348,65.06342938168245,1,4
260,251.81819133597364,19.15338028200718,69.18519621245089,1,4
261,259.7288189690483,28.38656455746561,82.09627738138656,1,4
262,156.6781213587048,34.67481701780528,84.4573560573526,0,4
263,278.1786977380912,27.99031936771199,42.40769962091652,1,4
264,19.421329822944188,23.496468811222734,63.30373831377371,0,1
265,33.967737675365264,23.620721122885644,29.88191508975042,1,1
266,179.03646900433205,22.009681387731472,87.3612134958039,1,4
267,106.2197585380751,25.317096017492688,87.63583506665566,1,3
268,139.26754985675964,41.15024326750701,43.96045751995651,0,4
269,98.42376536914996,30.156736509689857,32.8496165937634,0,3
270,121.41759343348068,22.207161842334557,25.60734225602133,0,3
271,246.79390414388985,26.53580151079597,65.99811535292687,1,4
272,178.0428599562914,18.17491236235704,27.314248031990385,1,4
273,299.2033647850495,42.12107219216214,74.447587569648,1,4
274,236.0637593462889,27.24593496274296,74.2501120827317,1,4
275,82.09987623054799,44.41173613779228,69.11899257052997,0,3
276,79.30353531800887,25.426163197875574,90.12484014904756,0,3
277,100.76948103510212,40.09068141681364,50.26245541833055,0,3
278,252.9778441943228,22.6915593987436,92.1815666099662,0,4
279,8.186295195169679,17.284586801328068,22.954029507690468,0,1
280,69.05438366137732,15.95200085021402,29.0205590337126,1,3
281,271.47552610328006,33.18505279934351,52.97644500147547,1,4
282,191.9689308249756,24.34721015020768,67.51944149508589,0,4
283,68.05412865031693,28.30559641427485,22.59005093114925,0,3
284,65.7434904697741,39.55941106802386,65.39475771394112,1,3
285,258.78543052782913,22.443242570844063,44.59186531864251,0,4
286,268.1272524831139,24.2595743020474,90.97174462494634,1,4
287,76.83932728863458,40.36008555176002,62.66276733349847,1,3
288,126.15310742295968,29.782868200305124,67.0315126573947,0,4
289,250.37872158849515,39.82995501157463,95.64974488919066,0,4
290,231.3022315829656,26.23428010398949,81.13368213236748,1,4
291,244.17483196982533,26.951099424813258,55.06186129174125,1,4
292,155.51945723639062,20.014150853347687,58.15036919648155,0,4
293,273.46471449155194,42.49037560784899,71.83390948475191,0,4
294,97.78546318633056,41.90351082037829,36.01593733204105,0,3
295,47.00164030425541,44.526510436943205,27.09206723952981,1,2
296,212.61969976945943,27.073413815091342,44.89892127564947,0,4
297,161.8063248020689,39.55844825275926,82.27062383489843,0,4
298,256.3757306428443,27.44861195016356,40.58590390159608,0,4
299,24.34777473741449,28.628963667629183,30.460736026873576,1,1
300,253.10772103142008,39.89998180784474,37.521807876980816,0,4
301,87.98839596264666,20.321003126591997,74.31783296045651,1,3
302,196.4567001504549,21.60932803385257,69.1158445354815,1,4
303,12.038636723476737,24.441847211874453,75.06519978371489,0,1
304,182.8743888910802,38.645370975001725,45.75664981443056,0,4
305,215.1815067562008,26.17954648104248,92.06849015466172,0,4
306,110.62506435168608,25.745046248422845,56.14162858625164,1,3
307,64.62321157864207,44.964490357657255,61.09704255415549,0,3
308,161.2892029810635,26.514184292984385,95.90463808017016,0,4
309,249.957241330694,22.43311608946761,98.34218143559804,0,4
310,97.06420748899524,33.6964103460283,72.92341807332414,1,3
311,75.74078925638386,39.05639855865002,95.58505540606328,1,3
312,83.68059259130631,17.088235011694778,63.32059090723546,1,3
313,284.7396458749993,33.56676693415425,44.58263564534174,1,4
314,107.7830747293679,16.072063676406742,45.207428477323305,1,3
315,1.0812719664861523,30.78997052938554,64.71524719058763,1,0
316,234.50436238788592,22.709746912734275,68.40288965241587,1,4
317,209.78243860061704,24.19925093019557,55.16936559357991,1,4
318,38.57047938089067,29.01287891947148,90.70171868094752,1,2
319,295.47127474047375,42.81322382236761,54.13568949708405,1,4
320,182.41868559153332,36.3200191976363,41.87389175981343,0,4
321,150.23384728218045,43.10536788853489,20.638550267483183,1,4
322,114.66578028686732,34.799130136760326,97.64554225261097,0,3
323,269.6018266690914,15.21323241263579,85.94506265143555,1,4
324,73.18904442556898,22.96755592043033,69.24476677482632,0,3
325,85.73067006597056,42.173177331611214,86.44338031227691,1,3
326,36.72324200597007,34.30336562903234,84.82313842007551,0,2
327,227.735728675278,44.449417097108245,94.548062418066,0,4
328,178.664784121756,19.67892057654887,50.88541466883,1,4
329,182.7198507763495,23.902434993195584,64.38817936687526,1,4
330,65.54112930583909,25.87102978551109,27.890241897619678,0,3
331,195.35051673812515,24.79673454501932,97.22523405751784,0,4
332,229.6375341740592,22.559745904496417,98.8101655426,1,4
333,107.36655921770678,28.30397147270333,83.12673983449614,0,3
334,240.40414318851367,34.268943701081135,56.32967865186694,1,4
335,104.63717655960627,24.33770768660088,59.725340073148615,1,3
336,227.4415384527863,17.390997699427672,54.82935463902856,0,4
337,10.119032237315697,36.2559758067949,43.46485092177844,1,1
338,165.3493804420958,28.77049667343806,62.22331244390133,1,4
339,290.857968191966,31.694469182701894,24.275605560045346,1,4
340,294.3733802047172,28.66201971491745,99.35096495497346,1,4
341,84.52577350252218,41.710725103647306,53.92401081313126,0,3
342,132.41972732410665,31.7623499149914,94.1893267229685,0,4
343,18.893372395989918,42.69830519555249,77.94171685280028,1,1
344,262.0023922813799,30.317260246680007,43.19543334911472,1,4
345,170.57164594206424,23.77764486720845,37.76420945396819,1,4
346,115.5302036821551,25.6632776152859,99.6540347009885,1,3
347,33.831167546745924,30.66387880754357,81.77010840432285,1,1
348,284.0301856490668,30.89968313415026,39.97291793194727,0,4
349,159.0657143462981,35.620131046468465,25.395603854180848,0,4
350,84.87837872487117,21.734846165598924,75.7533236241103,1,3
351,105.06453903945284,34.76528699896505,44.24131654488611,1,3
352,81.2091542766443,38.357640251422566,37.706465010217386,0,3
353,180.5429426570942,35.297759684009705,78.79499321194689,0,4
354,278.98907273415296,29.454843294527727,74.34090581234781,0,4
355,257.0081409979693,44.750419533505024,58.51301398081529,0,4
356,138.11426262779324,27.144394773876485,95.41247462162984,0,4
357,247.94980869030235,18.19771843739488,74.37106928459929,0,4
358,126.93164438289897,39.64512646222029,91.47356484959272,1,4
359,75.6921422275914,21.366036566412543,35.244235387977525,1,3
360,295.02453457992834,36.39856718707326,43.731672806471096,0,4
361,91.16627039124656,20.369288481453776,28.36161069549826,0,3
362,97.11726929607252,15.506321725738182,44.36639982976283,1,3
363,296.9078603359567,19.79395811367077,97.74226633651044,1,4
364,40.17824794969647,26.309660897274657,97.02849968738406,1,2
365,228.16019640290853,18.198547413893948,80.83090836407928,1,4
366,280.743827544818,20.93037252707046,61.68386102263658,0,4
367,153.5384982826256,37.93878833053179,82.4623839033796,1,4
368,0.7565285108460107,38.09650823931392,64.27895609709759,0,0
369,112.51768323393188,39.5246468157293,20.28068037371547,0,3
370,33.470697715448125,40.234657096427775,60.12376591548925,0,1
371,124.85629828010872,27.613076838412663,67.9138756808842,1,4
372,237.0080284926854,41.02648982080585,41.25986860024034,0,4
373,131.61346466514016,30.77810625042129,36.26348513933293,1,4
374,129.57753640377675,29.11791350808024,41.9047275844521,0,4
375,167.036843075654,36.55608986987328,69.89021996142925,0,4
376,174.50717542430405,21.41455234079721,31.6851291948442,0,4
377,256.8888926396914,38.68492130482416,77.62626410635995,0,4
378,92.50663176868544,27.88397479698609,53.81398567692876,0,3
379,246.5013793104048,18.81886242011281,48.26782873642604,0,4
380,169.78012460761417,18.57935740550903,84.57850333442823,0,4
381,90.1588649151441,19.947202315401004,60.48505995492213,0,3
382,88.53781320182314,41.71718202731347,50.27204489527425,0,3
383,108.34125513171736,44.72813466777143,90.25237724484836,0,3
384,186.80797278599263,25.709213976038505,49.46013057595806,1,4
385,69.24351940798475,23.764315566158928,88.72002263546963,1,3
386,276.10006850168025,21.56312917783012,60.33589587700466,1,4
387,172.47377525337012,39.71449431501736,36.640567796400575,1,4
388,276.00473309880203,21.276224472566284,69.0254550488867,1,4
389,13.921307573746413,42.72270389790809,42.8258821015969,1,1
390,102.78341113844202,35.02051136913848,31.77241057409561,0,3
391,6.842298206286923,41.91383375007584,26.92234971182236,0,0
392,81.67554452939095,31.62029563182439,39.33578686379536,0,3
393,258.60194168057643,35.7203958654749,78.9243713601753,1,4
394,10.982914752660257,33.58374301973123,87.03993779005941,1,1
395,130.84412997472344,39.93586368971391,88.93766767855372,1,4
396,35.27012114196834,40.07582433557643,41.61186189679549,1,1
397,125.05219777811033,32.693789995353754,72.87783463562735,0,4
398,251.6554752793132,33.97522947989317,38.42832479319436,1,4
399,186.92131002075573,42.6562776149349,69.82096911745923,0,4
400,221.02690359942696,42.89599451894908,90.97687944333576,1,4
401,104.7312346348743,34.92749351685545,23.27149460816651,0,3
402,283.31930850304246,15.232628345194906,98.81805341803248,1,4
403,212.77862813385,18.13233644261823,86.1670301966756,0,4
404,126.53964578535928,40.73827595323249,80.93296930349587,1,4
405,127.93944006811648,17.541423491124046,75.30903149694328,0,4
406,275.6052533829893,21.405575425651996,81.62191111311027,1,4
407,172.92140803061753,21.916400406649554,99.56762848324368,1,4
408,211.9137629709125,33.007043093397144,81.61530376900325,0,4
409,125.11056735395124,32.298983936512926,48.12806277346616,1,4
410,67.10782942941424,23.682525702612008,69.11374823468026,0,3
411,217.0677875983256,21.228340967053285,46.95384129278686,0,4
412,182.34713164241637,37.93596089572428,97.60523546053366,0,4
413,150.40286412743382,43.063684668179285,92.01117862605602,0,4
414,187.2062819983392,16.58417039749316,65.40961819702628,1,4
415,62.48567581927009,18.99541388114589,82.50190035947593,0,2
416,238.1816119595869,34.26491966117122,92.77495543774111,1,4
417,284.4488415060917,39.133243550142765,39.48802109252475,1,4
418,267.33094325031084,38.73566006329199,66.35854855430438,0,4
419,96.43072359210514,36.59049459248068,58.53730554020387,0,3
420,121.80173198462276,41.62283863494276,81.72730838743531,0,3
421,242.52068993926835,21.520466387124387,50.3266017067063,0,4
422,178.53513924738115,18.21872839475841,76.71837117665532,0,4
423,164.37433310299477,33.46088910274105,52.23944712093903,0,4
424,277.9925902600336,39.66827674570297,28.88598917156034,0,4
425,160.80748829311523,32.4613073544172,28.56971452866538,0,4
426,154.48160387619296,43.88992462376719,29.524505964254992,1,4
427,12.605577379907896,38.86693384175368,22.60159007457294,0,1
428,20.82508757704129,36.023754027277825,62.63785372774176,0,1
429,2.2260923641950536,16.807718726152007,73.7522145586988,0,0
430,273.9732677350901,18.232267161950464,30.138272146055165,1,4
431,122.5159980053102,38.54512897773583,68.94864001772896,0,3
432,140.56841284002377,20.94713776731088,67.81920626063297,1,4
433,253.6160842777386,15.865055282369717,31.76752411174899,0,4
434,182.7738931127334,42.32282057240894,52.32660799690106,0,4
435,182.85047891717437,41.72416121103703,80.41085678167872,0,4
436,88.96032880644373,21.55451481694476,21.34048204416092,0,3
437,250.17251217735577,38.40618774218864,31.755830711871056,0,4
438,49.74899281184813,16.43938983634965,99.66626994597956,0,2
439,15.94487765188437,23.551740114697893,78.68359177192477,1,1
440,57.48100725555969,33.71000724769874,57.13042233754046,1,2
441,80.3211656323694,37.89536988475156,70.38411296733003,0,3
442,84.69331735626201,15.311975663645686,87.69767764787795,0,3
443,201.15407958563029,24.78625839821232,87.38436684429094,0,4
444,65.34737619859305,21.43036680191022,45.97611483689657,1,3
445,202.99749134849537,44.96341217246171,59.303313803617925,0,4
446,27.33965197013992,35.12946697155705,71.0444077198915,1,1
447,44.16073832937271,27.170143586392317,25.751753321168323,1,2
448,152.6464345472985,17.26957805942055,95.66372795126016,0,4
449,276.5687407729928,32.960107725208914,54.61934605298984,0,4
450,257.8702766433342,34.25104412808193,49.66898618063415,0,4
451,290.62603273284094,39.49217782509405,92.56802891598608,0,4
452,195.1437195834513,23.657305587580908,29.46293190024837,0,4
453,202.7444599248276,44.44284241440289,23.14086379096868,0,4
454,187.50689967944763,28.183972179418483,74.80019298402192,0,4
455,186.8456768574592,23.87831263978481,50.80023744840833,1,4
456,44.13610352027539,25.45348002004373,81.15806470640847,0,2
457,163.1216868491786,30.58758158901372,25.48356892214044,1,4
458,115.82038003551772,43.101046935213816,50.70057148283091,0,3
459,132.76116473318802,37.05476393758202,38.82601696368898,1,4
460,157.0801719177712,32.313289483913465,79.16852263572778,1,4
461,38.51885154067548,19.88431163939585,38.173608834189714,1,2
462,107.84632015563596,19.48059932672615,56.63562678194839,0,3
463,19.034868262981075,30.06590741440692,85.51020409093695,1,1
